Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1691956,TUH REF 745300 - DAD Queue Outbound - Suspended Status,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1691974,Messages Stuck,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1692121,Restart of Live DAD required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1692263,SCR not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1692395,Restart of Live Symphony DAD required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1692455,DAD outbound messages queuing,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1692694,Can't print patient labels — NAAS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1692862,DAD restart required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1693468,repeated locks via DAD on attendance/reception,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1693472,overwrite test DB,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1693659,Printing Older Records,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1693984,access to specific patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1694812,GP search on Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1695294,Discharge summary stuck in the queue - unable to proceed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1695721,IG audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1696131,Increased inbound messages to DHCW,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1696308,Error message when trying to batch print,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1696807,Batch Printing Error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1697294,Request and Outcome Not Working,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1697540,SCR/CPIS not working,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1697910,ODS/GP Updates,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1698046,TUH REF 761575 - Discharge Document not sent to Synergy,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1698201,"National Patient Safety Alert - Audit of ""penicillamine""",Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1698216,Updates servers - 11th Dec,Data Management,Data Correction,High,"Case involves database scripts, data corrections, record timestamp fixes, or duplicate text clean-up.",No
CS1699113,SCR down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1699144,Symphony won't allow backdated discharge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1699444,GP MFN interface does not apply the information correctly,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1699448,Test Symphony - Tracking Grid Not displaying new admissions,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1699783,Pulling in GP details,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1700043,Symphony printing issues on Windows 11,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1700322,Symphony Failover Cluster is not showing DAD,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1700704,Restart of Symphony DAD required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1700929,GP Import,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1700964,Test interface,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1701013,Discharge Document doesn't populate Clinician Seen,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1701028,Password Deny Lists,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1701036,Staff SSRS,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1701369,BRM Grey team,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1701492,Potential Corrupt Messages in Symphony,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1701568,Test - errors now interface working,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1701651,Arrival time missing on ED card for random patients,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1701736,Bed available requests are not showing correctly on the system.,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1701785,Error on GP letter batch print process,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1701898,DAD Interface down,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1702346,Symphony ADT Outbound,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1702522,Patient merge may have deleted attendances,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1702742,christmas cover,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1702847,CTM alert messages queueing,Notifications & Communications,Alerts,High,Case relates to system alert configuration or missing automated alerts.,No
CS1702848,DAD Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1702991,Build up of ADT A08 - Post Discharge Messages,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1703141,I would like to look at the generic docs for the DAD,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1703197,Running a patient/staff audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1703348,User unable to log into fat client,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1703366,Default filter,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1704143,Msssages not going through to PAS OOH,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1704324,CHI number validation query,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1704473,I would like to look at the generic docs for the DAD,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1704533,Christmas cover,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1704720,MSMQ - Symphony server use?,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1704728,BCUHB Servers team looking at a new build RDS deployment print issue e-docsMIDAs,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1704870,Unable to ViewPDFs in the View E-docs,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1704937,Query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1705147,Microsoft Update,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1705812,Error messages,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1705830,Hidden patients in virtual physio clinic,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1705976,Acuity Score audit report,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1706723,Label print job,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1707674,Patient 4063779327,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1707932,Unable to discharge patient,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1708038,GP connect not working.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1708161,can i add description to appear on tracking grid from a request and outcome DEP,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1708830,Field Pulling through attendances,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1709022,MPI and Omnicell messages queued,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1709157,NAAS - Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1709237,Inactive values are still showing,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1709292,Re-use password on generic account,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1709638,A&E episode not going through to iPM,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1710924,Booked appointment issue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1711444,Related to case CS1683601,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1711550,error message and printing issues,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1711713,Allergy to Penicillin to Patient Details audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1711755,Issue with location Bay J symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1712055,not PAS interface EIE and Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1712298,Slow Indexing,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1712776,Staff audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1712953,SCR/CPIS restart asap please,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1713008,Injury Screen Prompt,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1713176,AE-DB2-V - Server E drive disk space.,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1713875,Patient entered in error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1715109,Patient Merge Issue,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1715209,OOH - DAD Interface,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1715232,Patient record incorrectly deleted,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1715787,NHS 111 interface not working,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1715804,Unable to log in to NHS111 Test environment,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1715971,Staff Account,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1716445,Patient Merge Issue,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1716628,Error messages,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1717065,Can't get into a past clinic appointment,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1717231,"PET data points, submitting New + Return",Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1717236,New Template will not print,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1717618,DAD Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1718132,Adastra Outbound DAD Messaging,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1718212,Access to patient record,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1718603,New Symphony filter query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1718837,Unable to add CPAU to filters,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1718901,111 scheduling failure,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1719236,IG Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1719242,IG audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1720656,Query clinic access,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1721015,Reportingserver services log files,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1721145,Discharge letter message split into 2 messages,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1721176,Subject access request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1721179,Subject Access Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1721314,Lookups Care Group missing,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1721353,Reload letters,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1721870,Patient Showing as Deceased - NAAS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1722603,T Pro speech direct integration with T Pro dictation at cursor funtionality,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1722909,Query if staff member accessed Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1722975,Bed Manager tracking grid needs additional patient removing from the background,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1723563,Staff unable to upload e-docs,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1723601,FW: Audit of patient record,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1723630,Interface error,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1723651,Patient stuck in location Major 9,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1723745,Omnicell and MPI DAD outbound messages queued,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1723826,CTM alert messages queued,Notifications & Communications,Alerts,High,Case relates to system alert configuration or missing automated alerts.,No
CS1724856,Symphony wont load,Performance & Availability,Availability,High,Application failing to load or launch.,No
CS1724878,Slow performance,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1724887,Unable to log in to Symphony,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1725163,Sending messages to Maxims medical tracker,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1725651,Access to Symphony TRAIN database,Data Management,Data Correction,High,"Case involves database scripts, data corrections, record timestamp fixes, or duplicate text clean-up.",No
CS1726286,ECDS,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1726342,Mesages not going to maxims,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1726859,FW: Our ref: PE107366   FW: Possible Unauthorised Records Access 438 359 0039,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1727058,MidYorks: HL7 PAS Messages queueing: Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1727069,A04 System Error,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1727427,Print Tag query,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1727484,"Unable to change ""Tracking Stage"" to ""Yes"" for any DEP",Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1727606,Restart the DAD,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1727616,Symphony suspended messages,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1727623,Soft deleted account,Data Management,Data Recovery,High,"Case involves record restoration, deleted data recovery, missing e-docs, or record merging.",No
CS1727681,User Account Not Visible,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1727777,Update required to network path,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1727788,Update of network paths required - Awaiting email,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1728328,Clinics on Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1728432,Test DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1728435,Audit on Symphony,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1728440,Audit on Symphony,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1729164,Integration Flags issue for new Patientrack Process,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1729202,NHS 111 Integration - Schedules within Symphony,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1729334,Windows Updates Compatibility,Configuration & Administration,System Administration,High,"Case involves server administration, disk space, failover configuration, or background environment setup.",No
CS1729748,Report on department numbers,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1729850,Batch Printing Issue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1729891,DAD Reset,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1730111,Audit Request - Account Changes,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1731024,restart SCR/CPIS,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1731354,ECDS reports not pulled through,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1731473,'Transaction log for database full',Data Management,Data Correction,High,"Case involves database scripts, data corrections, record timestamp fixes, or duplicate text clean-up.",No
CS1731703,Audit 26-02,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1732126,mask,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1732496,BRM department remove grey team,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1732808,URGENT - Remove Staff User End Date,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1732984,Looking for ED clinic Outcome - how it is stored,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1733508,DHCW Integration services unable to send Pathology results to WEDS symphony,Workflow & Process,Assignment,High,"Case involves task queue routing, checkout zone assignments, or ownership rules.",No
CS1733525,outbound message stuck,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1733528,GP's not coming across from PAS system,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1733630,Restart of Symphony DAD required.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1734044,DAD Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1734133,Deleted account,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1734488,Duty Clinician query,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1734762,User needs password reset,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1734959,Duty Clinician Date Expired,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1735135,FW: List of patients with Penicillamine as allergy,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1735262,Attach Scanner,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1735426,GP not Letters pulling the Diagnosis from Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1735935,Dad restart required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1736265,enotes flagged column query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1736336,Link to WCP not loading,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1736983,Next Of Kin,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1737589,Audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1738233,"OOH call, Symphony lost connection",Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1738714,DAD Messages Status,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1739585,Account soft deleted,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1739668,Patients not going across from iPMS to Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1739937,Restart of DAD required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1740025,Patient Merge Potential Missing Data,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1740310,"NHS 111 information, not able to view CDA viewer",Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1740547,Users unable to log onto Symphony,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1741245,ECDS data and submission,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1741360,waiting for clinician timer not changing from red to black  (new ruccurrence),Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1742210,Worthing - A08,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1742484,Audit Request - access to patient record,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1742729,Patient audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1742764,Extracts not running,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1742839,BRM Grey Team,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1742850,A03 - Message - Please assign to Konrad,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1743120,Removing Alerts from indicator tab,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
