Trend,Case Number,Priority,State,Account,Product,Short Description,Sys Created On,Resolved At,"TTR (days, hrs, mins)","SLA Business Duration (days, hrs, mins)","SLA Actual Duration (days, hrs, mins)",TTR (Seconds),SLA Business Duration (Seconds),SLA Actual Duration (Seconds),SLA Stage,SLA Start Time,SLA Pause Time,SLA End Time,Assignment Group,Assigned To,Sys Updated On,Sys Updated By,Sys Mod Count,Problem,Description,Close Notes
Audit,CS1726859,3 - Medium,Closed,Mid Yorkshire Teaching NHS Trust,Symphony,FW: Our ref: PE107366   FW: Possible Unauthorised Records Access 438 359 0039,30/01/2026 14:56:58,02/02/2026 15:38:37,"3 days, 41 mins","8 hrs, 41 mins","3 days, 41 mins",261699.0,31299.0,261699.0,Completed,30/01/2026 14:56:58,,06/02/2026 12:31:52,Acute Care Symphony Support Level 1,Shazad Ishaque,06/02/2026 12:31:52,aamir.maqsud@nhs.net,12,,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.

Please can you provide an audit on Symphony for below?

Thanks.

Aamir Maqsud
Digital Systems Manager
The Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

From: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net>
Sent: 29 January 2026 11:05
To: HORLER, Jason (MID YORKSHIRE TEACHING NHS TRUST) <jason.horler@nhs.net>; CINNAMON, Gareth (MID YORKSHIRE TEACHING NHS TRUST) <gareth.cinnamon@nhs.net>; PLYTAITYTE, Sandra (MID YORKSHIRE TEACHING NHS TRUST) <sandra.plytaityte@nhs.net>; WALSH, Jackie (MID YORKSHIRE TEACHING NHS TRUST) <jackie.walsh2@nhs.net>; MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net>
Subject: Fw: Our ref: PE107366 FW: Possible Unauthorised Records Access 438 359 0039

Good morning all,


Can you run and audit of your systems to see if the staff member Isla Shackleton has accessed patient unit no: 1498190







Regards



[MYDS_Logo]

Martin Moorhouse

Information Governance
Manager





Office of Data Protection &
Information Governance
Mid Yorkshire Teaching NHS Trust

Dewsbury & District Hospital

Halifax Road, Dewsbury,

West Yorkshire, WF13 4HS



Book time with MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <https://urldefense.com/v3/__https://outlook.office.com/bookwithme/user/c42051ec71a54007afa6cf684c40acea@nhs.net?anonymous&ismsaljsauthenabled&ep=pcard__;!!IJLR5QJm7ttc!kBUa4pKcjtQmA6JBlfhlR0PM1efRA0WLJaRbcZO1ce3zmK5Xjcf_fgkt1-qiKqxyCcbY44kVSzsXCzNGSQ8G$>






________________________________
From: PALSMIDYORKS (MID YORKSHIRE TEACHING NHS TRUST) <myh-tr.palsmidyorks@nhs.net<mailto:myh-tr.palsmidyorks@nhs.net>>
Sent: 29 January 2026 10:59 AM
To: MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <martin.moorhouse1@nhs.net<mailto:martin.moorhouse1@nhs.net>>; IGMIDYORKS (MID YORKSHIRE TEACHING NHS TRUST) <midyorks.ig@nhs.net<mailto:midyorks.ig@nhs.net>>
Subject: Our ref: PE107366 FW: Possible Unauthorised Records Access 438 359 0039


Hi Martin



Please could you see the below - are you able to look into this and do I need to obtain the patient's consent (first) as the concern has come in from the son?

Patient unit no: 1498190



Many thanks



Amanda



Amanda Prout | Deputy PALS & Complaints Manager

The Mid Yorkshire Teaching NHS Trust | Pinderfields Hospital | Aberford Road | Wakefield | WF1 4DG | 01924 542972

Extension 57480

Available via Teams








************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://urldefense.com/v3/__https://support.nhs.net/article-categories/joining-nhsmail/__;!!IJLR5QJm7ttc!kBUa4pKcjtQmA6JBlfhlR0PM1efRA0WLJaRbcZO1ce3zmK5Xjcf_fgkt1-qiKqxyCcbY44kVSzsXCyacxgzl$>","Hello Aamir,
 
I'm pleased to let you know that we've found a resolution for your case CS1726859.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
Audit,CS1728435,4 - Low,Closed,Northampton General Hospital NHS Trust,Symphony,Audit on Symphony,03/02/2026 12:27:57,17/02/2026 01:24:29,"13 days, 12 hrs, 56 mins","3 hrs, 50 mins","3 hrs, 50 mins",1169792.0,13829.0,13829.0,Completed,03/02/2026 12:27:57,,03/03/2026 01:25:27,Acute Care Symphony Support Level 1,Gareth Evans,03/03/2026 11:17:41,system,18,,"Request is for the patients on the attachment and we need the following information:
•	Copy of the attendance including the information below:
•	Who inputted the patient onto the system
•	Who completed registration
•	Who created episode
•	A copy of the 'note' - and who created it","Hi,

I'm getting in touch regarding your case CS1728435 which you raised on 03/02/2026 12:27:57 regarding Symphony.

We have tried to contact you but unfortunately, we have been unable to speak with you. I'd really like to help you resolve this issue but I am unable to investigate your case without receiving further information.

If this issue is still occurring, please use the red 'Reject Solution' button so we are able to further investigate this issue for you.

I look forward to hearing from you.

Kind regards,
Optum"
Audit,CS1728440,4 - Low,Closed,Northampton General Hospital NHS Trust,Symphony,Audit on Symphony,03/02/2026 12:31:40,05/02/2026 16:17:51,"2 days, 3 hrs, 46 mins","3 hrs, 13 mins","3 hrs, 13 mins",186371.0,11587.0,11587.0,Completed,03/02/2026 12:31:40,,16/02/2026 08:19:07,Acute Care Symphony Support Level 1,Gareth Evans,16/02/2026 08:19:11,system,14,,"Can we ask Optum for the following information for a confidential potential fraud investigation:
•	Who registered the patient
•	Who created the episode (UTC-25-004948-1)
•	Who inputted on that patient 
Patient: 3207130","Hello Emily,
 
I'm pleased to let you know that we've found a resolution for your case CS1728440.
 
To resolve this, I provided the requested audit
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1729202,4 - Low,Closed,North Cumbria Integrated Care NHS Foundation Trust,Symphony,NHS 111 Integration - Schedules within Symphony,04/02/2026 11:29:14,17/02/2026 09:15:07,"12 days, 21 hrs, 45 mins","3 days, 23 hrs, 18 mins","7 days, 23 hrs, 18 mins",1115153.0,343085.0,688685.0,Completed,04/02/2026 11:29:14,,17/02/2026 09:15:07,Acute Care Symphony Support Level 1,Shazad Ishaque,17/02/2026 09:15:09,system,22,,"We attempted to complete some testing with the new schedule this morning in our ED department for our UTC. We ran into some issues but we believe we have uncovered a wider issue with the schedules.

Andrew Walford from NWAS was unable to book any patients in and received an error on screen which I have attached. 

He also had issues booking into one of our live schedules too. After further investigation, we have found that the numbers of 111 bookings has dropped dramatically. I ran a quick e-audit search on how many times the ‘View CDA’ DEP had been recorded to try and spot a trend in 111 attendances and it did highlight that the numbers have dropped since September 25. Though we are still getting a small number through, which suggests the process isn’t completely broken. With that in mind, I am not 100% sure where the issue lies. 

NWAS have given us some log files, please can you investigate and try to help us understand the issues we are having?",Closed by customer.
Audit,CS1730111,4 - Low,Closed,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Symphony,Audit Request - Account Changes ,05/02/2026 13:03:13,11/02/2026 10:12:11,"5 days, 21 hrs, 8 mins","1 day, 2 hrs, 40 mins","5 days, 2 hrs, 40 mins",508138.0,96033.0,441633.0,Completed,05/02/2026 13:03:13,,25/02/2026 10:13:28,Acute Care Symphony Support Level 1,Gareth Evans,25/02/2026 10:13:30,system,14,,"Hi, Are you able to tell me when user wendy.smith1 was added into the Generic View Only permission groups and by who please? And if this was changed from another group?
Thanks, Laura","Hello Laura,
 
I'm pleased to let you know that we've found a resolution for your case CS1730111.
 
To resolve this, I provided the requested audit information.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1731703,4 - Low,Closed,North West Anglia NHS Foundation Trust,Symphony,Audit 26-02,09/02/2026 11:51:16,09/02/2026 13:53:34,"2 hrs, 2 mins","1 hr, 6 mins","1 hr, 6 mins",7338.0,3977.0,3977.0,Completed,09/02/2026 11:51:16,,12/02/2026 11:48:24,Acute Care Symphony Support Level 1,Gareth Evans,12/02/2026 11:48:25,system,15,,Please can an audit be completed using the parameters in the attached word document,"Hello Donna,
 
Thanks for confirming that we've found a resolution for your case CS1731703.
 
To resolve this, I provided the requested audit.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1735135,3 - Medium,Closed,Mid Yorkshire Teaching NHS Trust,Symphony,FW: List of patients with Penicillamine as allergy,13/02/2026 12:50:47,18/02/2026 10:56:54,"4 days, 22 hrs, 6 mins","6 hrs, 44 mins","2 days, 22 hrs, 44 mins",425167.0,24278.0,254678.0,Completed,13/02/2026 12:50:47,,04/03/2026 10:57:26,Acute Care Symphony Support Level 1,Gareth Evans,04/03/2026 11:16:12,system,18,,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.


Please can audit be extracted for below:



I have used the eAudit functionality but found 0 results. Can you do a deeper dive in the backend and query the Allergies in Indicators to see if Penicillamine has been added to a pt please?



I searched by the below criteria in eAudit but this didn't bring up any results.



  *   Patient details - Indicators - Allergies - Other
  *   Patient details - Indicators - Specify Allergies - Contains - (added a few different variations for penicillamine)



Thanks.

Aamir Maqsud

Digital Systems Manager

The Mid Yorkshire Teaching NHS Trust

Dewsbury & District Hospital

Halifax Road, Dewsbury,

West Yorkshire, WF13 4HS



From: MCNALLY, Daniel (MID YORKSHIRE TEACHING NHS TRUST) <daniel.mcnally@nhs.net<mailto:daniel.mcnally@nhs.net>>
Sent: 09 February 2026 14:25
To: MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net<mailto:aamir.maqsud@nhs.net>>; BAXTER, Rebecca (MID YORKSHIRE TEACHING NHS TRUST) <rebecca.baxter5@nhs.net<mailto:rebecca.baxter5@nhs.net>>
Subject: List of patients with Penicillamine as allergy



Will you be able to run me a report of patients in symphony with the allergy



""penicillamine""



recorded



Patient safety alert about it



National patient safety alert - harm from incorrect recording of a penicillin allergy as a penicillamine allergy<https://urldefense.com/v3/__https://www.england.nhs.uk/wp-content/uploads/2025/11/national-patient-safety-alert-penicillamine-allergy-recording.pdf__;!!IJLR5QJm7ttc!kSfAFSIUzTlU3KQHkq2Bux3A1GspmpeLAY5kwMOuwtQOjasMd9KG9EzK812jfYplYiZG8ZoKuNCfTKsNw5YP$>



ideally need unit number, names, list of allergies recorded, date allergy recorded, if way of excluding deceased patients as well would be helpful



Cheers



Dr Daniel McNally



Consultant in Acute Medicine

Associate Chief Clinical Information Officer for the Acute Care Division

Deputy Head of Clinical Service for Acute Medicine



Mobile via 01924 541000

Secretary: 01924 542267 (52267)


************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://urldefense.com/v3/__https://support.nhs.net/article-categories/joining-nhsmail/__;!!IJLR5QJm7ttc!kSfAFSIUzTlU3KQHkq2Bux3A1GspmpeLAY5kwMOuwtQOjasMd9KG9EzK812jfYplYiZG8ZoKuNCfTJ_pN21C$>","Hello Aamir,
 
Thanks for confirming that we've found a resolution for your case CS1735135.
 
To resolve this, I provided the requested audit.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1737589,3 - Medium,Closed,South Tees Hospitals NHS Foundation Trust,Symphony,Audit request,18/02/2026 08:58:39,18/02/2026 15:59:22,7 hrs,35 mins,36 mins,25243.0,2124.0,2205.0,Completed,18/02/2026 08:58:39,,19/02/2026 11:37:25,Acute Care Symphony Support Level 1,Gareth Evans,19/02/2026 11:37:26,system,12,,"Hello
Would it be possible to provide details of all staff that have accessed the patient record and or attendances for patient D081807?
Thanks
Paul","Hello Paul,
 
I'm pleased to let you know that we've found a resolution for your case CS1737589.
 
To resolve this, I provided the requested audit
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1738714,4 - Low,Closed,Northern Health and Social Care Trust,Symphony,DAD Messages Status,19/02/2026 14:17:37,26/02/2026 10:03:50,"6 days, 19 hrs, 46 mins","1 day, 2 hrs, 9 mins","4 days, 2 hrs, 9 mins",589573.0,94155.0,353355.0,Completed,19/02/2026 14:17:37,,26/02/2026 11:03:11,Acute Care Symphony Support Level 1,Gareth Evans,26/02/2026 11:03:14,system,15,,"Hello,

Could you please check if there have been any messages flowing through the DAD queue for the northern trust within the last 4 weeks. We're hoping there aren't any or very rare occurrences.

If there are can an audit be created of the messages that have gone through.

Many Thanks,
Daniel Earley","Hello Daniel,
 
I'm pleased to let you know that we've found a resolution for your case CS1738714.
 
To resolve this, I confirmed that no messages had passed in the previous four weeks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1742484,4 - Low,Closed,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Symphony,Audit Request - access to patient record,26/02/2026 12:44:23,27/02/2026 09:16:01,"20 hrs, 31 mins","2 hrs, 11 mins","2 hrs, 11 mins",73898.0,7906.0,7906.0,Completed,26/02/2026 12:44:23,,09/03/2026 10:42:24,Acute Care Symphony Support Level 1,Gareth Evans,09/03/2026 10:42:26,system,17,,"Hi, can I please have an audit of anyone who has accessed the patient record for D2265694 since 04/11/2025? Many Thanks, Laura","Hello Paul,
 
Thanks for confirming that we've found a resolution for your case CS1681867.
 
To resolve this, I provided the requested audit
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1742729,4 - Low,Closed,Isle Of Wight NHS Trust,Symphony,Patient audit,26/02/2026 16:09:37,27/02/2026 10:25:50,"18 hrs, 16 mins","1 hr, 46 mins","17 hrs, 46 mins",65773.0,6372.0,63972.0,Completed,26/02/2026 16:09:37,,02/03/2026 13:40:47,Acute Care Symphony Support Level 1,Gareth Evans,02/03/2026 13:40:48,system,17,,"Hi. Please could you run an audit on patient IW453248. I need to see whether user burgessm located this patient from the period of 01/01/25 - 31/01/25. 
I can see her admissions but I can't work out how to pull this audit.
Thanks
Sarah","Hello Sarah,
 
Thanks for confirming that we've found a resolution for your case CS1742729.
 
To resolve this, I provided the requested audit
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
Audit,CS1744893,4 - Low,Closed,North Cumbria Integrated Care NHS Foundation Trust,Symphony,Message Definition Issue,03/03/2026 14:19:57,19/03/2026 13:40:20,"15 days, 23 hrs, 20 mins","1 day, 23 hrs, 28 mins","3 days, 23 hrs, 28 mins",1380023.0,170908.0,343708.0,Completed,03/03/2026 14:19:57,,23/03/2026 08:55:08,Acute Care Symphony Support Level 1,Konrad Siddons,23/03/2026 08:55:10,system,55,,"We have a DAD interface configured within our Symphony system that launches a link to a regional Cerner HIE shared record called GNCR.

We have been informed by the system provider that we user names from the launching system (Symphony) are not appearing as expected within the NHS E audits and this is breaching pre-existing system agreements.

Our suspicion, based on the user name information provided via the audit is that currently the Staff User ID is being passed to GNCR when it should be passing through the user forename. So user info is appearing in the audit as McGrath, 2363 or Lorimer, 2762 rather than surname, forename.

Can you please review and correct the current DAD configuration for the GNCR HIE Viewer within our Live Symphony system so that the mapping is passing through user forename and not user id.

Thanks.","Hello Andrew,
 
I'm pleased to let you know that we've found a resolution for your case CS1744893.
 
To resolve this:

Thank you for your feedback.
I am pleased the message format change has rectified the reported issue in Live Symphony.

I have now set this case to Resolved.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1745113,3 - Medium,In Progress,Western Sussex Hospitals NHS Trust,Symphony,Advanced filters,04/03/2026 08:03:18,,Unresolved,N/A,N/A,,,,,,,,Acute Care Symphony Support Level 2,Lee Booth,03/08/2026 13:56:00,admin,28,PRB0052368,"Morning, 

ST Richards ED, I have an advanced filter 'UTC' which keeps disappearing; the same filter is active in Worthing ED with no issues.  

Please, can I have an audit to find out who keeps removing the filter, as this is causing issues in monitoring the patients.
Thank you

Russell",
Audit,CS1746976,4 - Low,Closed,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Symphony,Special Case alert audit ,06/03/2026 12:23:32,09/03/2026 15:20:04,"3 days, 2 hrs, 56 mins","6 hrs, 24 mins","2 days, 22 hrs, 24 mins",269792.0,23093.0,253493.0,Completed,06/03/2026 12:23:32,,23/03/2026 15:21:26,Acute Care Symphony Support Level 1,Konrad Siddons,23/03/2026 15:21:27,system,20,,"Hi, can we audit who added an alert to patient D0016685 please? The alert was 'high risk to violence to all, not to be seen alone'. Can we see who added it and when, and then when and who removed it?
Thanks, Laura","Hello Laura,
 
I'm pleased to let you know that we've found a resolution for your case CS1746976.
 
To resolve this:

We have interrogated the Live Symphony database and found the following:

It appears the specified Alert (Patient Indicator) 'High Risk Violence to all, not to be seen alone' was added to the specified Patient D0016685  on 17/07/2025 @ 13:13:23 by User ID stewart.downing.
This indicator was seemingly removed on 28/02/2026 @ 13:10:10 by User ID Alice.Brockwell, who went on to add Indicator 'High Risk Victim of Domestic Abuse' to the Patient on 28/02/2026 @ 13:12:26.

I hope this helps.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1747576,3 - Medium,Closed,Western Health and Social Care Trust,Symphony - Additional Departments,e-audit request,09/03/2026 11:45:27,12/03/2026 15:16:08,"3 days, 3 hrs, 30 mins",N/A,N/A,271841.0,,,,,,,Acute Care Symphony Support Level 1,Konrad Siddons,19/03/2026 10:38:04,system,10,,"Hello, is it possible to run a report on e-audit for patients presenting with self-harm but also what time they were seen by a clinician? We need this data for an urgent FOI if someone is able to respond todat please. Thanks","Hello Laura,
 
I'm pleased to let you know that we've found a resolution for your case CS1747576.
 
To resolve this:

Provided there is an appropriate DEP within which Self Harm data has been recorded against the Patient / Attendance, or this data is included in the general details recorded against the Attendance, it should be possible to include this data in the eAudit selection criteria, to specifically report on those patients with this data recorded.
However, since the output format of eAudit is fixed, you would not be able to add the Clinician Seen Time to the output details generated by the report.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1750415,4 - Low,Closed,Health Service Executive,Symphony - Manchester Triage v3,Query,13/03/2026 11:42:09,17/03/2026 15:11:35,"4 days, 3 hrs, 29 mins",N/A,N/A,358166.0,,,,,,,Acute Care Symphony Support Level 1,Konrad Siddons,31/03/2026 15:13:28,system,10,,"Can a pain ruler be applied after every discriminator on the Manchester triage system, ED Nurse noted on last audit that pain ruler only appears for pain discriminators and otherwise defaults to a 0/10 for pain for everything else. This is part of our audit criteria for Manchester triage.","Hello Michelle,
 
I'm pleased to let you know that we've found a resolution for your case CS1750415.
 
To resolve this:

My colleague Jackie Milner having responded to your query and advised alternative configuration to implement, this case has now been set to resolved.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1751856,4 - Low,Closed,Betsi Cadwaladr University Healthboard,Symphony,error message when building e-audit,17/03/2026 10:21:39,25/03/2026 12:11:26,"8 days, 1 hr, 49 mins","20 hrs, 52 mins","2 days, 4 hrs, 52 mins",697787.0,75164.0,190364.0,Completed,17/03/2026 10:21:39,,25/03/2026 13:34:53,Acute Care Symphony Support Level 1,Konrad Siddons,25/03/2026 13:34:55,system,19,,"error message when building e-audit- opening table look-up field for the item on the dep (screenshot)  after build audit fails to launch...

DATETIME: 17-Mar-2026 09:58:28|| DESCRIPTION: Element not found|| SOURCE: Nodes|| COMPONENT: FWCommonControls|| ERRORNO: 35601|| PROCEDURE: LoadLookUpValues method|| CODEBLOCK:  Error at PopulateMVDefTreeView 4|| USFMESSAGE:  || APPLICATION: Symphony Version 2|| ATTENDANCENO: || PATIENTID: || PCNAME: 7A1A1SRDSED0002|| SERVERNAME: BCUED\BCUED_DB|| LOGGEDUSER: Ja104953|| SITE: BCU Live|| BUILDNO: 2.39.1.20|| OS:  Version 6.2 Build 9200 || DBTYPE: || DBVERSION: 2.39.1|| MDACVERSION: 10.0||","Hello Jay,
 
I'm pleased to let you know that we've found a resolution for your case CS1751856.
 
To resolve this:

As promised, I have consulted with our Deployment and Development Teams.
Their response is pretty much in line with our conclusion when we spoke - the eAudit query you are attempting to build goes beyond what eAudit was designed to support. Selection parameters of such complexity and length were not envisaged.

Their advice is to look at SSRS Reporting as the alternative method for extracting the required data.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
Audit,CS1755879,4 - Low,Closed,Isle Of Wight NHS Trust,Symphony,Audit on test patient,23/03/2026 11:13:49,23/03/2026 14:00:14,"2 hrs, 46 mins","2 hrs, 46 mins","2 hrs, 46 mins",9985.0,9985.0,9985.0,Completed,23/03/2026 11:13:49,,23/03/2026 14:00:14,Acute Care Symphony Support Level 1,Shazad Ishaque,23/03/2026 14:00:16,system,12,,"Hello.
I need an audit run on patient id IW464208. An attendance has been deleted and we need to know who added the information on as discharge information has been sent to a live GP.
Thanks",Closed by customer.
Audit,CS1756598,4 - Low,Closed,Gibraltar Health Authority (GHA),Symphony,Audit report on patient access not showing all access data,24/03/2026 09:12:34,09/04/2026 11:50:56,"16 days, 2 hrs, 38 mins","14 hrs, 14 mins","1 day, 6 hrs, 14 mins",1391902.0,51258.0,108858.0,Completed,24/03/2026 09:12:34,,23/04/2026 11:51:26,Acute Care Symphony Support Level 1,Shazad Ishaque,23/04/2026 11:51:27,system,27,,"the current audit report we have on patient access only shows user's that view patient details and not view any patient data such as selecting them on the tracking grid or opening e-view.
we require for internal auditing practices on patient access for GDPR purposes to see any data accessed within a patients clinical record and by whom.  Can this be looked into and improved?","Hello Annette,
 
I'm pleased to let you know that we've found a resolution for your case CS1756598.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shaz"
