Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1718374,Printing PAR not working from Nursing or Prescribing desktops,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1718427,ADT Down,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1718526,PAS Messages,Notifications & Communications,Email,High,Matched token 'email' in text.,No
CS1718557,Berkshire Daily Checks,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1718809,Merge 2 patient records,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1718879,LIVE 10.23 - Screen Error Occurring when Dispensing from eMM,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1718916,Unable to complete stock takes,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1718938,EPMA System Down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1718998,Nurse locked in dose,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1719085,Change Stock Take Sheet from Landscape to Portriat,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1719164,nurse supply desktop,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1719168,Berkshire Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1719184,Berkshire Daily checks,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1719196,Unable to load front end software,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1719272,"Live EPMA Certificate Expiry date : 20/01/2026,berksepma.emismedsman.com",Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1719285,event engine,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1719336,Unable to log on to Ascribe,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1719395,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1719421,LIVE 10.23 - Template for Drug Line TRA333M - Error Message trTrue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1719560,LIVE 10.23 - Issues with Ordering via eMM Module over Weekend,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1719625,Nurse supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1719688,robot terminal,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1719846,Failure to record patient Hospital Numbers and NHS number on Drug Chart,Integration & Interfaces,Integration Failure,High,Matched token 'integration' in text.,No
CS1719866,Removal of devices from report,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1719869,Errors when using ascribe,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1720002,Ward stock List user in list (unable to edit),Access & Security,User Access,High,Matched token 'access' in text.,No
CS1720041,LIVE 10.23 - SQL Server Job System Failures - Interface and Index Optimization,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1720183,Episode in ePMA for patient X326652 admitted to ED has been deleted,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1720221,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1720228,LIVE 10.23 - Can't Book in Stock from Order 41837 - Site 860,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1720233,0n call : - Got call from Munashe Madzore-03300241269 at 21:00 pm,Notifications & Communications,Alerts,High,Matched token 'alert' in text.,No
CS1720348,Standalone terminal activation issue,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1720456,ITEM IN USE WITH NO NSV,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1720481,Patient NOT deseased,Integration & Interfaces,Integration Failure,High,Matched token 'integration' in text.,No
CS1720968,additional address details presented in EMIS,Integration & Interfaces,Integration Failure,Medium,Matched token 'hl7' among multiple possible matches.,No
CS1721086,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1721128,Episodes allocated to incorrect patient,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1721178,Unable to locate patient episodes,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1721242,Passed on EMIS not uploaded to GENFIN,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1721248,Passed on EMIS not uploaded to GENFIN,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1721270,System speed,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1721276,LIVE 10.23 - CD Ward Stock Discrepancies (OXY005I),Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1721330,Picking tickets and delivery notes not printing,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1721386,Unable to merge a patient,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1721395,Genfin reports not working,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1721492,Change Request made on CS1531819 raised on MEDSMAN2-I-386 had no updates,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1721502,Consultant Category assigning,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1721652,Remove supplier from exclusion list,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1721926,PCs to link to robot,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1721947,Invoice interface not working,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1721952,DSS on the web is not working,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1721978,DSS on the web inactive,Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1722009,unable to deploy Ascribe on new pc,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1722016,Stan alone S19615 is showing an error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1722095,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1722246,Connecting new terminals to dispensing robot,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1722431,Duplicate NSV,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1722561,Duplicate NSV,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1722562,CD stock not booking out,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1722602,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1722740,Locked patients,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1722749,BC reports long loading times,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1722757,eMM Patient status Notes (2),Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1722790,Need to change name of a ward,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1722899,eDischarge queue is stuck,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1722913,Creating report to show Allergy Status of patients,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1723040,Nurse supply request,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1723053,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1723060,FW: Hull - Pharmacy Translog Entry Without NHS Number or Hospital Number,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1723086,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1723125,RPT,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1723228,Unknown ward,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1723496,Stock Valuation Summary for a site incl Tax and Losses and Gains,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1723670,Job Failure SQL Server Job System: 'EHSC_HAP_LIVE Delete Idle Sessions',Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1723686,Ascribe Client Install Error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1723698,LIVE 10.23 - Alert Popup on S01-Pharmweb01,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1723738,SSHIS are having issues with the EPMA installer,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1723744,Dev ascribe is down,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1723776,Multiple Reports with Drug Admin Data Do Not Work,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1723788,Issue with printing LED delivery notes (site 647),Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1723842,Rename Episode Name,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1723868,Unable to access system,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1724178,Safety factor value,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1724398,SQL 2016 Upgrade - Optum - Ascribe,Notifications & Communications,Email,High,Matched token 'email' in text.,No
CS1724463,Unable to add Sticky Note to Prescriptions within an Order Set,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1724537,Ordering function not working,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1724727,The Access Group - Certificate Alert - subca.emis-x.uk,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1724873,Slight configuration change to a setting in the main store (Site 299),Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1725010,Stock take needs removing,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1725013,NHS SBS AP Interface,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1725115,PAS information not coming through,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1725154,Trying to add Flunarazine tablets but it won't save,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1725211,Editor - Structure Product Descriptions,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1725366,Terminal not connected to robot chute,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1725375,Add new asset to Interface - Robot,Configuration & Administration,System Administration,Medium,Matched token 'setting' among multiple possible matches.,No
CS1725402,Patient merges in EMIS,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1725412,(N) Type Log view under ordering.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1725861,Updating products,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1725889,System speed,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1726012,#940040 No error message when exceeding maximum PRN dose,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1726032,issue reporting expired batches in site 778,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1726045,Ascribe issues,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1726132,Stock take to delete please,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1726334,Automatic invoicing EDI.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1726389,Reconcile the attached Invoice see Case CS1673465,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1726416,Locked administration slot,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1726491,DSS warnings not showing on the system,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1726495,Missing Suppliers Report - NHS SBS AP Interface,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1726530,Berkshire - Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1726531,HL7,Integration & Interfaces,Integration Failure,High,Matched token 'hl7' in text.,No
CS1726926,EPMA Installs on Windows 11 24H2,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1726975,contract upload editor,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1727022,[On-Call] - Nurse Supply Request,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1727281,Alert came through to Support from Ops Team,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1727407,Standalone still not working,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1727426,Stock take sheet (landscape),Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1727440,Amending PAS consultant codes,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1727442,item search,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1727444,Supplier Editor,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1727452,Record disappeared,Data Management,Data Recovery,High,Matched token 'restore' in text.,No
CS1727486,Unable to Record administration of PRN dose,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1727559,Invoices not pulling through,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1727763,Patient Merge request,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1727785,One PC in OP Pharmacy has an odd label layout,User Guidance & Training,How-To Request,High,Matched token 'how to' in text.,No
CS1727827,Please action invoice issues as attached,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1727877,X ref CS1727827 - Case to delete old invoices from wmediate table,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1727925,SQL Job failure,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1727935,Changes to CaMIS/e CaMIS  prefix.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1728023,Client install failure,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1728052,Test not working,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1728090,TIE feed not working,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1728261,"PALIPERIODONE PALMITATE LOCKED VIA ANOTHER TERMIAL, PLEASE UNLOCK",Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1728330,GHT-EMISLIV-RP2,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1728415,BD need to set up a call to look at the Pyxis cabinets interface,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1728458,Order missing from receive goods screen,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1728579,Ward Addition to ward stock interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1728742,Order printing,Configuration & Administration,System Administration,High,Matched token 'setting' in text.,No
CS1729163,SYSTEM SLOW,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1729250,Standalone S19615 Failed again,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1729264,Duplicate Patient,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1729268,Merging patient records,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1729404,Sticky Note Issue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1729470,[The job failed.] SQL Server Job System,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1729484,Force password change box ticked,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1729610,2nd Stanalone PC failed again S19465,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1729622,Query with Item Enquiry product,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1729629,Unable to create / edit stock sheets,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1729669,Overnight job failure,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1729677,TESTING 10:22,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1729782,Deprecation of SMTP Basic Authentication for Exchange Online,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1730130,Change List Code,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1730175,CONTRACT EDITOR UPLOAD,User Guidance & Training,How-To Request,High,Matched token 'how to' in text.,No
CS1730211,Remove/Hide Allergy Option - Penicillin,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1730270,Removal of unneeded Patient specific order line,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1730289,Patients appear on Meds Due For Wards desktop that are diseased or Discharged,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1730300,new guidelines affecting Penicillin and Penicillamine allergies.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1730305,nightly error report The last SnapDate from rfinancialsnapshot does not match,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1730380,Unable to merge multiple patient episodes,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1730389,Ascribe ADT interface not working,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1730416,Duplicate patient,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1730469,PAS Interface - Messages have stopped,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1730573,CIVAS line price issues.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1730625,Updating of BNF Link on Ascribe,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1730676,Cannot merge patient records,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1730681,Nurse locked dose - Administration required ASAP,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1730708,overnight job failure standalone,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1730738,Patient merges in EMIS---related with CS1725402,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1730903,Incorrect expiry showing on printed worksheets,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1731020,Windows Version Compatability,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1731323,Muhammed reported Nurse Supply Request desktop not available,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1731439,Service Unavailable message on BCPC HIS523116,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1731475,Product lines added when?,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1731482,Unable to override lock to change presription,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1731512,weekly SQL agent job failure,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1731581,Stock Take printing landscape instead of portrait,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1731590,When accessing a patient they get error has occurred,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1731611,More patient merges,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1731647,ePMA Crashing when accessing drug charts,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1731656,when dispensing insulin the whole list doesn't appear as everyone elses.,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1732155,Hide sites?,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1732362,LIVE 10.23 - SQL Server Job System: 'EHSC_HAP_LIVE - Interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1732465,regarding case: CS1716015,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1732503,ascribe client,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1732525,Wrong NSV,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1732574,Patient still appearing in EPMA after discharge.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1732730,Reports created on the ePMA reporting model are timing out and not running,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1732740,ePMA - Patient stuck in clinical checking,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1732806,Missing lines from list when searching for new product in PMR,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1732910,Item enquiry error,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1732962,Fw: Case CS1707963 comments added FAO Ian Holden,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1732980,Updates to Test,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1733032,REPORTS,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1733040,Nurse supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1733076,Invoices passed (Not uploaded to genfin),Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1733111,The robot will not connect to the dispensing system,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1733289,case CS1730305 not resolved,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1733387,Standalone backups look out of date,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1733402,Terminal activation,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1733537,error when dispensing via the Robot and getting picking tickets,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1733639,Medication Marked For Discharge,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1733746,Nurse supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1733758,syadmin roles,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1733780,Active X Error in Test Environment only,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1733804,sessions locking patients and not being closed after alloted time,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1733832,Windows 11 compatability.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1733844,Unable to activate terminals following W11 upgrade,Configuration & Administration,System Administration,High,Matched token 'setting' in text.,No
CS1733869,missing Prescription,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1733947,DER632S on 442,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1733950,Stock Take Prints,Service Requests,Information Request,Medium,Matched token 'information' among multiple possible matches.,No
CS1734034,screen is small in dss window,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1734122,LIVE 10.23 - Can't Return Stock from Patient Dispensing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1734173,Medicines due for ward options,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1734193,PAS Messages,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1734242,EMIS not working,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1734374,EMIS not working,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1734509,Urgent - Remove supplier from GENFIN,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1734671,Penicillamine allergy report,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1734718,Finance (with Limits) Module,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1734729,LIVE 10.23 - Old Orders Appearing on Current Admission - 2026,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1734738,LIVE 10.23 - Duplicate Order Numbers Showing Different Med Orders,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1734879,Terminal not appearing in Editor - Generic,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1734957,Error when authorising orders,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1734958,"Invoices passed on EMIS, not uploaded to genfin",Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1735006,Primary Keys,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1735008,secondary warning change won't save on LIO010I,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1735054,Added contract prices dropping off,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1735268,NHS SBS AP Interface Missing Invoice,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1735597,EPMA - cannot administer medication,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1735691,Live 10.23 - HGH Standard Labels Printing over 2 Labels,Configuration & Administration,System Administration,Medium,Matched token 'setting' among multiple possible matches.,No
CS1735991,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1736071,To Follow option,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1736187,Ascribe - Unable to dispense medications,Performance & Availability,Performance,Medium,Matched token 'timeout' among multiple possible matches.,No
CS1736268,Wardstock list with global barcode,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1736275,One patient's drug chart extremely slow to load,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1736453,Bag label settings,Configuration & Administration,System Administration,High,Matched token 'setting' in text.,No
CS1736457,Eye/Ear/Nasal drop expiry,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1736666,Costing and issue price,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1736811,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1736822,Picking ticket created with same number,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1736930,FW: SIM card order,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1736961,Queue on TIE Oubound IP transmitter on ICMPRES,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1737010,Robot Linking Files,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1737050,EMIS Pharmacy background service,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1737133,Training & Testing Instance Down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1737483,Compatible with Handheld device,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1737605,Genfin output file not created for new site 62 Boole,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1737614,Two items cancelled still onTF,Case Administration,Closure Management,High,Matched token 'cancel' in text.,No
CS1737646,ADT Feed not working,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1737660,Removal of stat dose,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1737667,LIVE 10.23 - Can't Authorise for Supplier SPIN1,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
