Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1705071,Error Importing report Error Message,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1705076,Unable to access Keystone system,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1705343,Info tab - report required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1705356,Field Change - Consultant (Requester) to change to Consultant or Requester,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1705396,Migration of CDS Translation Service to AWS,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1705403,Audit required,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1705427,tQuest - Primary Care - requester issue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1705573,Migrating local systems to new server,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1705654,SUS Submission No confirmation,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1705972,OP 6.3,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1706072,CDS Translation Service Migration,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1706110,ECDS version 4,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1706146,Keystone not processing/sending messages since 13:00  after Windows Updates,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1706264,RW1 CDS Translation Service Migration.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1706416,When will files start being processed,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1706449,Setting up new partner in Keystone,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1706482,CDS and ECDS submissions not being translated and processed via new AWS endpoint,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1706644,Missing user account,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1706826,New Year LSN change required for Blood Sci. for effect 01/01/26.,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1706968,Reports held in suspect folder on Review server,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1707203,users when trying to put a request getting stuck in a page,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1707220,Not Validated Report,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1707378,tQuest Pathology outbound HL7 Message issue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1707556,Activate New Service,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1707675,Review not processing files since 20/12/2025,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1707803,Reports in Sending State from 03/11/2025,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1707941,MeadCo License Manager: License Expired,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1708669,tQuest lab numbers,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1708740,"Pending requests are not appearing under the ""Requests"" tab",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1709731,Can not access call CS1702481,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1710515,Not Acknowledged - invalid character in message,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1710553,Review Archive errors,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1711416,Unable to log into Keystone,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1711561,"Histopathology report rejected with status ""not validated""",Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1712093,results not going,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1712358,Path results not being received and processed by Keystone,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1712849,ECDS Version 4,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1713408,CDS Clinet ? information,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1713513,CDS Translation Service Migration: Christopher Brown,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713519,CDS Translation Service Migration: Paul Haithwaite,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713521,CDS Translation Service Migration: Lee Wyton,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713525,CDS Translation Service Migration: Mujahid Abdulghaffar,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713571,CDS Translation Service Migration: Richard Black,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713575,CDS Translation Service Migration: Chris Ainscough,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713577,CDS Translation Service Migration: Chris Barber,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713578,CDS Translation Service Migration: Christopher Brown,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713579,CDS Translation Service Migration: Claire Hill,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713581,CDS Translation Service Migration: Dan Haynes,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713584,CDS Translation Service Migration: Debbie Hope,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713586,CDS Translation Service Migration: Husein Kermali,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713587,CDS Translation Service Migration: Jeanette Fellows,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713589,CDS Translation Service Migration: Jody Croucher,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713592,CDS Translation Service Migration: Mark Scobie,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713598,CDS Translation Service Migration: Neela Tirumala,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713599,CDS Translation Service Migration: Philip Capps,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713600,CDS Translation Service Migration: Robin Douglas,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713603,CDS Translation Service Migration: Ross Simmonds,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713604,CDS Translation Service Migration: Tom Camberwell,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713648,FW: Postponed: Migration of CDS Translation Service to AWS,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713716,FW: Case CS1702392 comments added,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1713921,Review still running slowly,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1714188,switch over time of CDS translation services,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1714290,Urgent: Your?Organisation?Has Not Migrated to the New?CDS Translation Service,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1714300,Viewing of summaries - audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1714448,Portal access,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1714450,"Interchanges processing unusually slowly since 11:00 today, 'sents' building up.",Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1714655,CDS Translation Service Migration:,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1714658,CDS Translation Service Migration:,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1714728,My Request - CS1713525,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1714851,Keystone skipping schedules and the suspect folder not clearing out,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1715083,Incorrect report title,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1715346,ECDS Notification,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1715354,e-mail received about BNF link deactivation.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1715377,FW: Case CS1702416 comments added,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715482,FW: Case CS1713716 comments added,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715489,FW: Case CS1713716 comments added,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715493,FW: Case CS1713716 comments added,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715520,Updating automation file,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1715565,Bitvise login issue,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715676,Keystone stuck on housekeeping,Configuration & Administration,System Administration,High,Keystone background housekeeping process hanging.,No
CS1715784,Unable to Login - Update Settings to be done by Admin,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715867,"Keystone reports stuck on ""not validated"" status due to address length",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1715892,Bitvise AWS Login Authentication Failed,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1715946,Setting up account on cloud,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1715968,login issue,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716082,AWS CDS Translation,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1716138,Live Review multiple outages,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1716142,AWS CDS Translation connection failure after successful onboarding,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1716213,I've logged into the new AWS profile but our files aren't being sent,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1716261,CDS Translation Service Migration: Charlotte Feist,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716263,CDS Translation Service Migration: Michael Card,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716269,CDS Translation Service Migration,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1716592,Migrate to new AWS CDS service for colleagues,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716610,CDS Translation Service Migration: Paul Rayment,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716702,Please register the following new credentials for CDS submissions,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716707,tquest is not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1716739,tQuest servers down,Notifications & Communications,Alerts,High,Case relates to system alert configuration or missing automated alerts.,No
CS1716822,Public key authentication failed,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1716902,APC Interchange,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1717141,AWS Migration,User Guidance & Training,How-To Request,High,"Case involves operational guidance, order entry assistance, or usage enquiries.",No
CS1717209,Bitvise AWS Login Err Msg,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1717306,CDS Translation Service Migration: Jeanette Fellows,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1717597,Recall: CDS IP address,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1717598,RE: CDS IP address,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1717599,RE: CDS IP address,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1717623,Keystone is out of date,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1717652,CDS files not at SUS and no notification emails,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1717750,Errors,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1717764,TFC 326 - Acute Internal Medicine Service,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1718050,Could not load error message appearing in Keystone today,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1718060,Truncation of result output,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1718127,Re: [Request ID :##235086##] : Plymouth/Soton: EDS: Repeated EDS Reports,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1718284,Pathology result not displaying latest heading,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1718457,Bitvise can't connet,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1718507,AWS Migration Optum Support Desk Not Responding or Providing Updates CS1715892,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1718565,Urgent: Partial Transfers to /ECDS Send Folder – Immediate Action Required,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1718576,portal access,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1718700,Questions regarding file upload,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1718735,FW: Urgent: Partial Transfers to /ECDS Send Folder – Immediate Action Required,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1719231,Pathology Read Test Codes extract,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1719343,archive server is down -archive server 2,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1719528,Case CS1702401,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1719552,RE: Urgent: Partial Transfers to /ECDS Send Folder – Immediate Action Required,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1719796,I have tried to log in to Bitvise but it will not allow me to,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1719991,Result Notification Failure Examples,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1719997,Submit for manual inspection folder no longer available,Configuration & Administration,System Administration,High,Shared folder path configuration issue for manual inspection.,No
CS1720101,CDS File Not processed and showing is SUS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1720300,CDS Translation Service Migration: Steven McClary,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1720357,FW: XML VALIDATED NOT READY: RBT - The Mid Cheshire Hospitals NHS Trust (RBT0...,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1720720,New Public Key,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1720946,CDS Translation Service Migration :uyi.ibironke@nhs.net,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1721130,Missing Valdiate only folder,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1721142,copy to OBR,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1721413,unable to connect AWS Bitwise,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1721487,Not Acknowledged - invalid character in message,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1721738,Automating the ECDS submission,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1721742,Pathology report run processing getting later,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1721894,147 reports sruck in sent from 21:10 - 21:21 yesterday (21/01/26),Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1722103,ECDS Version 4 testing and submission,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1722304,Times of runs,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1722331,error logs in Review for the samples we have the following errors,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1722362,Is it possible to run a test ECDS submission?,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1722405,Manual Inspection folder is not visible,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1722498,CDS Translation Service Migration: Oladipo Dare,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1723198,FW: TRANSLATION FAILED: ECDS - RWH - East and North Herts NHS Trust (RWH) CDS...,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1723215,ECDS files submitted twice,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1723844,Reset support account password please,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1724047,6 messages failed when viewing tracker toolbar but cannot see these errors.,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1724624,Keystone Reports Not Acknowledged,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1724655,Fw: EMIS data flow change to Optum - Port 22,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1724764,DTC not displaying in EMIS,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1724853,CDS Translation Service Migration,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1724907,Drive space warning,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1725072,Review - ENDOSCOPY PROTOCOL QUESTION ORDER CHANGED,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1725217,"More Keystone reports stuck on ""not validated"" status due to address length",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1725254,Results are not being sent back to the requesting clinicinan.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1725305,Review Archive - REVARCH03APP-P3 - Process completed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1725331,Issues adding new orders to a new common orders section (Express),Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1725382,Churchmere Medical Group,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1725484,Message status Not Validated,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1725839,"More (x2) Keystone reports stuck on ""not validated"" status due to address length",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1725841,Orderables not visible,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1726235,Keystone skipping schedules and the suspect folder not clearing out,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1726294,Files Stuck in Suspect folder,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1726607,Printing Errors,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1726900,Test summary displaying the same Test name multiple times,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1727119,FTP Keystone Error Logs,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1727424,Unable to login to keystone,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1727698,Keystone server issues due to new antivirus software,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1727744,Keystone front end is inaccessible again,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1727811,BitVise - Authentication failed,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1727816,Unable to log in to Bitvise,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1727823,Keystone issue -no pathology report processsing after 14:15,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1727954,3 files from 22:30 run stuck in suspect folder,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1727988,ECDS V4 EMIS Technical Specification,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1728130,Keystone not processing the results,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1728481,ECDS,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1728512,Email notification issue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1728583,CDS Translation Delay,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1728594,ECDS Submission,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1728603,No transaltion service email or SUS notification,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1728744,cds 6.3,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1728747,Data corruption of CDS customer submitted files,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1728798,FW: Case CS1726235 comments added,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1729022,Somerset NHS FT - CDS and ECDS Translation not processing,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1729057,no validation report,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1729083,Radiology reports not being sent to GPs,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1729272,tQuest/Keystone not sending results,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1729347,GP letters unsent since Monday,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1729475,ECDS files,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1729587,'Not Delivered' correspondence,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1729626,error accessing Review,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1729708,Errors and failed reports,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1730189,BCFHVM20-135 server out of space,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1730229,Letters not delivered to E83049,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
